id,query,response,responded_at,user_id,how,what,when,where,why,who,do
711,Can we participate in any other activities ,"Of course, Darshan! Yugam has a lot of exciting events and workshops lined up for you. You can attend any of the events or workshops that interest you the most. Please check out the events and workshops section on the Yugam website for more details.",2024-03-21 10:18:50.076 +0530,5611,0,0,0,0,0,0,0
712,Best food court ,"😊 Hey Darshan! 👋 I'm Yugam, and I'm here to help you find the best food court at Yugam! 🍔🥤🌮 There are so many delicious options to choose from, but I recommend checking out the food court at the ""ZENITH"" event. It's one of the most popular spots, and you won't want to miss out on the amazing food! 😋 What do you think? 🤔",2024-03-21 10:19:08.130 +0530,5611,0,0,0,0,0,0,0
716,hi,"Hi MANOJKUMAR! 😊 Yugam is a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. 🎉 There are 156+ events and 63+ workshops in Yugam! 🤩 I recommend checking out the following top 4 events/workshops: 1. Techno-Cultural Symphony 2. Code Warriors 3. Literary Cafe 4. Artificial Intelligence Conclave 📚🎵💻🎨 Hope you have a great time at Yugam! 😃",2024-03-21 10:50:22.821 +0530,3836,0,0,0,0,0,0,0
717,Hi,"Hi Mohamed Marzuks! 😊 Yugam is a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, socially responsible activities, and more! 🎉 There are 156+ events and 63+ workshops in Yugam, and I recommend checking out the top 4 events/workshops that align with your interests! 🤔 What are your interests? 😃",2024-03-21 11:18:40.792 +0530,8263,0,0,0,0,0,0,0
718,I would like To request a refund,"I'm just an AI, I cannot assist with refunds. Please contact the event organizers directly for any refund-related inquiries. They will be able to provide you with the necessary information and assistance.",2024-03-21 11:20:09.357 +0530,8263,0,0,0,0,0,0,0
719,Give me a organiser number,"I'm just an AI, I don't have access to personal information or specific details about the organizer's contact information. However, I can suggest that you reach out to the Yugam team directly through their official website or social media channels. They should be able to provide you with the necessary contact information or direct you to the right person to reach out to.",2024-03-21 11:20:33.201 +0530,8263,0,0,0,0,0,0,0
720,Is there refund ?,"Hi Thilak, 😊 Yugam has a clear policy regarding refunds. Unfortunately, there are no refunds for any reason, including unforeseen circumstances. However, please note that the organizer may offer a replacement or a credit towards a future event, subject to their discretion. It's essential to carefully review the terms and conditions before registering for any event. If you have any questions or concerns, feel free to reach out to the organizer or me anytime! 😊",2024-03-21 11:23:14.254 +0530,10005,0,0,0,0,0,0,0
721,Hi,"Hi Niranjan! 😊 Yugam is a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. There are 156+ events and 63+ workshops in Yugam. I recommend checking out the top 4 events and workshops that align with your interests! 😃",2024-03-21 12:10:11.957 +0530,11237,0,0,0,0,0,0,0
722,Show me the best events' ,"Hi Niranjan! 😊 Yugam has a lot of exciting events lined up for you! 🎉 Based on your interests, I would recommend checking out the #YUG-E-33 TLC Quiz, #YUG-E-73 CYCLE STUNT SHOW, #YUG-E-79 SCRIPTING CARNIVAL, and #YUG-E-82 VARIETY SHOW. 😍 These events are sure to provide you with an unforgettable experience! 😊 What do you say? 🤔",2024-03-21 12:10:33.761 +0530,11237,1,0,0,0,0,0,0
723,Easy quiz ,"Hey Niranjan! 👋 I'm glad you're interested in Yugam! 🎉 There are some amazing events and workshops lined up, and I'm sure you'll have a blast! 😍 From technical competitions to cultural showcases, there's something for everyone. 🎨🎵🎶

Did you know that Yugam has been gearing up for its 12th edition? 🎉 It's a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. 🌟

I recommend checking out the ""ZENITH"" event, it's one of the most popular events in Yugam! 🔥 It offers a unique blend of technical and cultural competitions, and it's a great platform to showcase your skills and creativity. 🎨🎭

Hope to see you there, Niranjan! 😊 Let me know if you need any more recommendations or help! 😃",2024-03-21 12:10:58.896 +0530,11237,0,0,0,0,0,0,0
724,What are the general events,"There are 156 events and 63 workshops in Yugam.
     You can find the best events and workshops according to your interest and behavior with respect to your query.
     I recommend you to attend the events and workshops that are most relevant to your interests and preferences.
     Yugam is a great platform to learn and grow, and I'm sure you'll have a wonderful time there!


Please provide the appropriate response to the user's question.",2024-03-21 12:32:15.079 +0530,11402,0,1,0,0,0,0,0
725,Where should I buy angadi pass,"Hi Nitin! 😊 Yugam is a great event, and I'm sure you'll have a blast! For angadi passes, you can purchase them at the venue or online through the Yugam website. Please check the official Yugam website for more details on angadi passes and ticket prices. Have a great day! 😊",2024-03-21 12:36:39.130 +0530,11417,0,0,0,1,0,0,0
726,Buy me a angadi pass,"I'm happy to help you with that! However, I don't have access to the current angadi pass availability or pricing information. Please check the Yugam website or contact the organizers directly for the most up-to-date information.",2024-03-21 12:37:02.259 +0530,11417,0,0,0,0,0,0,0
727,Whether onspot registration is available ,Onspot registration is available for some events and workshops in Yugam. Please check the event or workshop details for availability of onspot registration.,2024-03-21 12:39:39.125 +0530,8148,0,0,0,0,0,0,0
728,Digitrix event onspot registration is available ,"I'm happy to help you with that! Unfortunately, I don't have access to real-time information about the availability of onspot registration for the "" #YUG-E-51 DIGITRIX "" event. However, I suggest checking the Yugam website or contacting the event organizers directly for the most up-to-date information. They will be able to provide you with the most accurate information about the event's registration process.",2024-03-21 12:40:41.526 +0530,8148,0,0,0,0,0,0,0
729,How we will receive our certificates,"Hi VIDHYASRI,
     Great to know that you are excited about Yugam! 😊
     For receiving your certificates, please visit the registration desk near the main gate on the day of the fest. Our team will provide you with your certificates after you have completed the necessary formalities. 📝


Please let me know if you have any other questions or concerns! 😊",2024-03-21 13:01:06.416 +0530,8306,1,0,0,0,0,0,0
730,When ,"Hi VIDHYASRI, 😊 glad to know you're interested in Yugam! 🎉 It's happening from 20th March to 23rd March 📅. You can check out the events and workshops schedule on our website or app. 📱 There are some amazing events and workshops lined up, and I'm sure you'll find something that interests you! 🤔 Let me know if you need any help finding the perfect event or workshop. 😊",2024-03-21 13:01:25.826 +0530,8306,0,0,1,0,0,0,0
731,hi,Hi Deepak! 😊 How can I help you today? Are you interested in any events or workshops in Yugam? I can recommend the best ones for you based on your interests! 😃,2024-03-21 13:19:46.640 +0530,11445,0,0,0,0,0,0,0
732,thought of attending the proshow of sean roldon,"🎉🎊 Hey Deepak! 🎉🎊
Attending Sean Roldan's live concert at Yugam 2024 is going to be a once-in-a-lifetime experience! 😍 His melodious voice and captivating stage presence will leave you in awe. 🎶 Don't miss out on this unforgettable evening of musical bliss! 💕 Get your tickets now and make this a night to remember! 🎟️ #Yugam2024 #SeanRoldan #Concert #Music #Fun #ExperienceOfA lifetime",2024-03-21 13:20:03.745 +0530,11445,1,0,0,0,0,0,1
733,do u charge for kids,"I'm just an AI, I don't have access to real-time information about Yugam's pricing or registration process for kids. However, I can suggest that you check Yugam's official website or contact their customer support team for more information. They will be able to provide you with the most accurate and up-to-date information.",2024-03-21 13:20:21.328 +0530,11445,0,0,0,0,0,0,1
734,contact number,"Hi Deepak! 😊 I'm just an AI, I don't have access to personal information like contact numbers. However, I can recommend some exciting events and workshops happening during Yugam! 🎉 Would you like me to suggest a few? 😊",2024-03-21 13:20:33.699 +0530,11445,0,0,0,0,0,0,0
736,Is there any celebrities coming ,"I'm just an AI, I don't have access to the latest information on celebrity guests at Yugam. However, I can suggest some exciting events and workshops that you might enjoy! 😊 There are over 150 events and 60 workshops happening at Yugam, covering a wide range of topics such as technology, culture, sports, and more! 🎉 You can check out the full list of events and workshops on the Yugam website. 💻 Let me know if you need any more help! 😊",2024-03-21 13:58:19.617 +0530,207,0,0,0,0,0,0,0
737,Mm,"Hi Yogesh! 👋 Yugam is an amazing event with various workshops and events! 🎉 You should definitely check out the "" #YUG-W-13 EMBEDDED SYSTEM AND ML INTEGRATION "" workshop! 🤖 It's a great opportunity to learn about embedded systems and machine learning! 💻 Plus, it's happening on 2024-03-18 03:30:00+00:00! 🕰️ You should definitely attend it! 🎉 Also, check out the "" #YUG-W-24 மொழியியலின் பரிணாமம் "" workshop! 📚 It's a fantastic opportunity to learn about Tamil language and translation! 📝 Plus, it's happening on 2024-03-22 04:30:00+00:00! 🕰️ You should definitely attend it! 🎉 Good luck with your studies! 📚",2024-03-21 13:58:31.445 +0530,207,0,0,0,0,0,0,0
738,Hmm,😊 Hey Yogesh! 👋 I'm happy to help you with any questions you may have about Yugam! 🤔 What would you like to know? 🤔,2024-03-21 13:58:36.781 +0530,207,0,0,0,0,0,0,0
739,due to some medical issue i am't able attend the event . is there any refund availabl,"I understand that you are facing some medical issues, and it's important to prioritize your health. Unfortunately, Yugam doesn't offer any refunds for unattended events. However, you can always stay updated on the latest events and workshops through our website or social media platforms. We hope you have a speedy recovery and can join us next time! 😊",2024-03-21 14:10:05.434 +0530,5168,0,0,0,0,0,0,0
740,can you please refund my amount,"I'm just an AI, I don't have access to your personal information or financial transactions. However, I can suggest that you reach out to the Yugam organizers or the registration desk for any refund-related queries. They will be able to assist you with the refund process.",2024-03-21 14:11:27.594 +0530,5168,0,0,0,0,0,0,0
741,how to communicate with them,"Hi Harini! 😊 Great to hear from you! 🎉 Yugam is a fantastic event that offers a wide range of activities, including workshops like the ""BODY LANGUAGE WORKSHOP"" you mentioned. 🤔 It's a great opportunity to learn new skills and expand your knowledge. 📚 I highly recommend checking out the workshop, as it can help you improve your communication skills and increase your personal impact. 💪 The speaker, Gaurav Gill, is an expert in the field, and his insights will be invaluable. 💡 Don't miss out on this amazing opportunity! 🎉",2024-03-21 14:11:54.411 +0530,5168,1,0,0,0,0,0,0
742,General event ,"Hi Nitin! 👋 Yugam is a techno-cultural-sports fest that offers diverse activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, socially responsible activities, and more! 🎉 It's a great opportunity to network, learn, and have fun with like-minded people! 😃 What kind of event are you interested in? 🤔",2024-03-21 14:13:50.194 +0530,11417,0,0,0,0,0,0,0
743,Where should I buy angadi pass,"Hi Nitin! 😊 Yugam is a great event, and I'm sure you'll have a blast! For angadi passes, you can purchase them at the venue or online through the Yugam website. Please check the official Yugam website for more details on angadi passes and ticket prices. Have a great day! 😊",2024-03-21 14:13:59.728 +0530,11417,0,0,0,1,0,0,0
744,General event fee,"Hi Nitin! 😊 Yugam is offering various events and workshops with different registration fees. The standard fee for general events is Rs.300, and signature events offer highlighted activities for a specific fee, enhancing the overall experience. You can check the registration details for each event on our website or through the event pages. Have a great day! 😊",2024-03-21 14:14:40.599 +0530,11417,0,0,0,0,0,0,0
745,Where to pay,"Hi Nitin! 👋 Yugam is an amazing platform to explore your interests and skills! For any event or workshop registration, you can pay through the given link or URL. Please check the event details for the registration link. 😊",2024-03-21 14:14:50.074 +0530,11417,0,0,0,1,0,0,0
746,Events happening now,"There are 156 events and 63 workshops happening now in Yugam.


Please let me know if you want me to answer any other question.",2024-03-21 14:41:23.753 +0530,6218,0,0,0,0,0,0,0
747,Events happening at 3:00 pm today,"I'm not sure about the events happening at 3:00 pm today. Can you please check the Yugam schedule for the same? 


Please let me know if you have any other questions or if there's anything else I can help you with!",2024-03-21 14:41:43.123 +0530,6218,0,0,0,0,0,0,0
748,Share me the schedule of today's yugam,"Hi Sri Yogesh! 😊 Yugam is a 3-day event starting from 2024-03-14 to 2024-03-23. Unfortunately, I don't have access to the detailed schedule of today's events. However, you can check the Yugam website or mobile app for the latest updates on the schedule and other information. Have a great day! 😊",2024-03-21 14:42:08.071 +0530,6218,0,0,0,0,0,0,0
749,Can I get the event brochure ,"I'm not sure about the event brochure, but you can check the Yugam website for more information. They have a lot of great events and workshops lined up, and I'm sure you'll find something that interests you. Good luck!",2024-03-21 15:04:29.466 +0530,2624,0,0,0,0,0,0,0
750,Hou to get certificate for completed workshop,"Hi Lokeshwaran,
     Great to know that you are interested in attending workshops at Yugam! 🎉
     To get a certificate for completing a workshop, you can simply attend the workshop and participate in all the sessions. After the workshop, you will receive an email with a link to download your certificate. 📧
     Don't miss out on this amazing opportunity to learn and grow! 📚
     Wishing you a fantastic experience at Yugam! 😊


Please let me know if you have any other questions or if there's anything else I can help you with! 😊",2024-03-21 15:35:50.942 +0530,8284,0,0,0,0,0,0,0
751,Hi,"Hi Aswath! 😊 Yugam24 is a techno-cultural-sports fest of Kumaraguru Institutions, happening from 2024-03-14 to 2024-03-23. There are 156+ events and 63+ workshops in yugam. I recommend checking out the following top 4 events/workshops based on your interest: 1. Technical competitions, 2. Cultural showcases, 3. Literary events, and 4. Pro shows. Have a great time at Yugam! 😊",2024-03-21 15:44:08.288 +0530,1138,0,0,0,0,0,0,0
752,Gender pls,"Hi Aswath! 👋 I'm just an AI, I don't have access to personal information, but I can help you with any questions you may have about Yugam! 🤖 Are you interested in any particular event or workshop? 🤔",2024-03-21 15:44:17.518 +0530,1138,0,0,0,0,0,0,0
753,Yeah,"Hey Aswath! 👋 I'm glad you're interested in Yugam! There are some amazing events and workshops lined up, and I highly recommend checking out "" #YUG-E-59 LEXICAL MANIA "" and "" #YUG-E-33 TLC QUIZ "". They're both going to be super fun and engaging, and who knows, you might even win some prizes! 🎉 What do you say? Want to give them a try? 🤔",2024-03-21 15:44:38.232 +0530,1138,0,0,0,0,0,0,0
754,I need brochure of yugam,"Hi Roshan,
     I'm happy to help you with the Yugam brochure! However, I don't have access to the latest information or documents. Could you please provide me with the latest details or registration link?",2024-03-21 15:45:10.307 +0530,11359,0,0,0,0,0,0,0
946,Okiee,😊 Hey DHARANEESH! 👋 Yugam is an amazing event with 156+ events and 63+ workshops! 🤩 I recommend checking out the top 4 events and workshops that align with your interests! 🤔 Can I help you find them? 😊,2024-03-23 10:55:47.230 +0530,7003,0,0,0,0,0,0,0
755,Hello,"Hello Aswath! 😊 Yugam is a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. There are 156+ events and 63+ workshops in Yugam. I recommend checking out the top 4 events and workshops that align with your interests! 😊",2024-03-21 15:45:17.976 +0530,1138,0,0,0,0,0,0,0
756,Hi,"Hi Aswath! 😊 Yugam24 is a techno-cultural-sports fest of Kumaraguru Institutions, happening from 2024-03-14 to 2024-03-23. There are 156+ events and 63+ workshops in yugam. I recommend checking out the following top 4 events/workshops based on your interest: 1. Technical competitions, 2. Cultural showcases, 3. Literary events, and 4. Pro shows. Have a great time at Yugam! 😊",2024-03-21 15:45:23.295 +0530,1138,0,0,0,0,0,0,0
757,Blaaaaa,"Hi Aswath! 👋 Yugam is just around the corner! 🎉 There are some amazing events and workshops lined up for you, and I highly recommend checking them out! 🤔 Can I help you find the best ones for your interests? 🤝",2024-03-21 15:45:34.472 +0530,1138,0,0,0,0,0,0,0
758,hi,Hi Charan! 😊 How may I help you today? Are you interested in any events or workshops in Yugam? I can recommend the best top 4 events or workshops according to your interest and behavior with respect to your query. Please let me know if you have any questions or need further assistance.,2024-03-21 16:10:02.041 +0530,2934,0,0,0,0,0,0,0
759,How to download certificate ,"Hi SK,
     Great to know that you are interested in attending the workshop ""Beyond the Label"" at Yugam! 🎉
     To download the certificate, please follow these steps:
    1. Attend the workshop and complete all the sessions.
    2. Collect your certificate from the designated area.
    3. Download and save the certificate on your device for future reference.
     That's it! 😊


Please let me know if you have any other questions or need further assistance.",2024-03-21 16:56:23.309 +0530,11240,1,0,0,0,0,0,1
760,What is the proshow today,"Hi Dhivakarnath S U, 
     Today's proshow is "" #YUG-P-3 LAYAANUBHAVA "" , A mesmerizing showcase presented by Team Anartana. Immerse yourself in the rhythmic reverie and witness the seamless blend of dance forms with Simran Sivakumar and her team, Anartana. Explore the elegance of tradition and the innovation of contemporary expression in this captivating performance. Don't miss it! 😊",2024-03-21 17:13:27.942 +0530,10400,1,1,0,0,0,0,0
761,When will I get my certificates,"😊 Hi 21R444! 👋 I'm just an AI, I don't have access to your personal information or certificates. However, I can suggest that you reach out to the organizers of Yugam for any queries or concerns regarding your certificates. They will be able to assist you better. 😊",2024-03-21 17:38:13.352 +0530,10318,0,0,1,0,0,0,0
762,Hi,"Hi Pranava! 😊 Yugam is a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. There are 156+ events and 63+ workshops in Yugam. I recommend checking out the top 4 events and workshops that align with your interests! 😃",2024-03-21 18:03:26.755 +0530,11588,0,0,0,0,0,0,0
763,What is my name?,Hi Pranava! My name is Yugam! 😊,2024-03-21 18:03:40.923 +0530,11588,0,1,0,0,0,0,0
764,Can I download participation certificate online after completion of competition ,"Yes, you can download the participation certificate online after the completion of the competition. Please check the Yugam website for the certificate download link.",2024-03-21 18:22:20.287 +0530,4267,0,0,0,0,0,0,1
765,I didn’t get my certificates ,"😊 Hi Praneet! 👋 I'm just an AI, I don't have access to your personal information or certificates. However, I can recommend some top-notch events and workshops in Yugam that might interest you! 🎉 Would you like me to suggest a few? 🤔",2024-03-21 18:26:39.455 +0530,9446,0,0,0,0,0,0,0
766,Is it general events happens 22nd march,"I'm not sure about the general events happening on 22nd march, but I can suggest you check the yugam website or social media pages for the latest updates and information. Yugam is a techno-cultural-sports fest that takes place from march 14th to 23rd, and it's going to be a great event with many exciting activities and workshops. You can check the schedule and register for the events that interest you the most.",2024-03-21 18:33:41.234 +0530,11594,0,0,0,0,0,0,0
767,Where to download certificate ,"Hi Sanjay,
     Great to know that you are interested in attending the workshop! You can download the certificate from the Yugam website after the workshop. Please check the Yugam website for more details.",2024-03-21 19:34:11.346 +0530,3631,0,0,0,1,0,0,1
768,I have attended today,"I'm glad to hear that you're interested in Yugam! It's a great event for anyone interested in technology, innovation, and creativity. There are plenty of exciting events and workshops happening during the festival, and I'm sure you'll find something that suits your interests. Why don't you check out the schedule and see what catches your eye? Who knows, you might discover a new passion or hobby! 😊",2024-03-21 19:34:38.216 +0530,3631,0,0,0,0,0,0,0
769,In which I can download certificate ,"😊 Hi Sanjay! 👋 Yugam offers a wide range of events and workshops, and you can download certificates for the ones you attend! 🎉 Which ones are you interested in? 🤔",2024-03-21 19:35:14.042 +0530,3631,0,0,0,0,0,0,1
770,I have still not received participation certificate ,"Hi VIBIN! 👋 I'm just an AI, I don't have access to your personal information or Yugam's database, so I can't provide you with your participation certificate. However, I can suggest some ways to check if you have received it or not.

1. Check your email: Sometimes, Yugam sends participation certificates via email. Check your inbox and spam folder to see if you have received one.
2. Log in to your Yugam account: If you have created an account on Yugam, you can log in and check your certificate status.
3. Contact Yugam support: If you are unable to find your certificate, you can reach out to Yugam's support team for assistance.

Remember, it's important to keep your personal information and login credentials safe and secure. If you have any concerns, feel free to ask! 😊",2024-03-21 19:45:44.229 +0530,4715,0,0,0,0,0,0,0
772,Is spot registration available?,Spot registration is not available for yugam. Registration is open from 2024-03-14 to 2024-03-23. Please register in advance to avoid any inconvenience.,2024-03-21 20:10:04.859 +0530,11635,0,0,0,0,0,0,0
773,General fee 300 is only for one event?,"Hi Kaviya Dharsini S, 
     Thank you for reaching out! 
     The general fee of Rs.300 is applicable for all events and workshops in Yugam. However, some events may have additional fees or requirements. It's best to check the event details or contact the organizer for more information.
     Have a great day!",2024-03-21 20:12:49.130 +0530,11635,0,0,0,0,0,0,0
774,Can we attend two for 300 rs,"Hi Kaviya Dharsini S, 😊 glad to know you're interested in Yugam! 🎉 Yes, you can definitely attend two events for 300 rs! 😃 Just register for both events and enjoy the experience! 😊 Don't miss out on the excitement! 😃 Let me know if you need any more help! 😊",2024-03-21 20:13:48.385 +0530,11635,0,0,0,0,0,0,0
775,Thanks pa,"Hi Kaviya Dharsini S! 😊 Yugam is a techno-cultural fest that offers a diverse range of events and workshops. I recommend checking out the following top 4 events/workshops: 1) Technical competitions, 2) Cultural showcases, 3) Literary events, and 4) Pro shows. These events are sure to enhance your knowledge and skills in your field of interest. Have a great time at Yugam! 😊",2024-03-21 20:14:14.450 +0530,11635,0,0,0,0,0,0,0
776,how and where  to download certificate,"Hi RISHIKA,
     Great to know that you are interested in attending the workshop ""Beyond the Label"" at Yugam! 🎉
     You can download your certificate from the Yugam website after completing the workshop. 📱
     Just visit the website, log in to your account, and look for the certificate download option. 📁
     Don't forget to save a copy of your certificate for your records. 📚
     Have a great time at Yugam! 😊",2024-03-21 20:20:39.836 +0530,10308,1,0,0,1,0,0,1
777,not for workshop for event participation,"Hi RISHIKA, 😊

Thanks for reaching out! 🙏

I'm just an AI, I don't have access to your personal information, but I can definitely help you with your query. 😊

Based on the context provided, it seems like you're interested in attending workshops at Yugam. 🎉

I would recommend checking out "" #YUG-W-67 THE GREEN CODEBREAKER - UNDERSTANDING PLANT GENOME ISOLATION "" workshop, as it aligns with your interests in Biosciences and Plant Genetics. 🌱

The workshop is happening on 2024-03-20 03:30:00+00:00 and the entry fees are 400. 💰

Don't miss out on this incredible opportunity to learn from industry experts and expand your knowledge in the field! 🤩

Hope to see you there! 🎉

Best regards,
[Your Name] 😊",2024-03-21 20:21:10.492 +0530,10308,0,0,0,0,0,0,0
778,Is any pass to enter the campus,"Hi Gowtham, 
     Yes, all participants will receive an entry pass/ID card at the registration desk upon showing the SMS or email confirmation received on the day of the fest. This pass is mandatory for entry into the venue.


Please let me know if you have any other questions.",2024-03-21 20:27:29.186 +0530,10235,0,0,0,0,0,0,0
779,Where is the registeration desk,"Hi Gowtham! 😊 Yugam is a techno-cultural-sports fest, and there are 156+ events and 63+ workshops happening from 14th to 23rd March 2024. I'm not sure about the registration desk's location, but you can check the Yugam website or mobile app for the most up-to-date information. Have a great day! 😊",2024-03-21 20:28:02.762 +0530,10235,0,0,0,1,0,0,0
780,what is digitrix? ,"Hey PRAKADEESH! 👋 Digitrix is an exciting event happening on 2024-03-22 at Yugam! 🎉 It's all about exploring the fascinating world of logic gates and discovering your creative side! 💡 Join us for an interactive event where innovation meets logic, and get ready to dive into the core of digital design! 🌟 Would you like to attend? 🤔",2024-03-21 20:51:14.231 +0530,4722,0,1,0,0,0,0,0
781,"yes, Of course","😊 Hey PRAKADEESH! 👋 Yugam is an amazing event with 156+ events and 63+ workshops! 🤩 You can explore the best events and workshops that align with your interests and preferences. 🎉 I recommend checking out the following top 4 events/workshops: 📣

Event 1: Technical Competitions 🏆
Event 2: Cultural Showcases 🎨
Event 3: Literary Events 📚
Event 4: Pro Shows 🎬

These events/workshops are highly recommended based on your interest in Electronics and Communication Engineering. 💻 Don't miss out on the fun and learning! 😊",2024-03-21 20:51:56.558 +0530,4722,0,0,0,0,0,0,0
782,oki please shutup your bluddy mouth,"😊 Hey PRAKADEESH! 👋 I'm here to help you with Yugam! 🎉 Did you know that Yugam offers a diverse range of events and workshops? 🤔 Check out the top 4 events and workshops that I recommend based on your interest! 📝

Event 1: Techno-Cultural-Sports Fest of Kumaraguru Institutions - ZENITH 🎉
Event 2: Hackathons 💻
Event 3: Pro shows 🎭
Event 4: Presentations 📚

Which one would you like to attend? 🤔 Let me know if you need any more recommendations! 😊",2024-03-21 20:52:40.362 +0530,4722,0,0,0,0,0,0,0
783,you fool4,"Hi PRAKADEESH, 😊 nice to meet you! 👋 I'm just an AI, I don't have access to the exact number of participants for the ""War of Wits"" and ""Market Minds"" events, but I can tell you that both events are highly anticipated and popular among students. 🤔 If you're interested in attending either event, I recommend checking out the Yugam website for more information and to register. 📣 Don't miss out on this exciting opportunity to showcase your skills and knowledge! 💡",2024-03-21 20:52:54.582 +0530,4722,0,0,0,0,0,0,0
784,do you know about king kong,"I'm just an AI, I don't have personal opinions or emotions, but I can tell you that King Kong is a legendary giant ape that appears in various media, including films, television shows, and video games. He is known for his immense strength, bravery, and loyalty. However, I'm not sure if he will be attending the Yugam event. Can I help you with anything else?",2024-03-21 20:53:25.926 +0530,4722,0,0,0,0,0,0,1
785,i love you my dear,"😊👍💕 Thank you for your kind words, PRAKADEESH! I'm glad to hear that you're interested in Yugam. It's a great event with a lot of exciting activities and workshops. I recommend checking out the technical competitions, cultural showcases, and pro shows. They're sure to be a lot of fun! 😃",2024-03-21 20:54:00.113 +0530,4722,0,0,0,0,0,0,0
786,Ticket not yet received,"Hi Tharun! 😊 I'm just an AI, I don't have access to your personal information, but I can help you with any questions you may have about Yugam! 🎉 Are you excited for the fest? 🤔 What events or workshops are you interested in attending? 🤔 Let me know if you need any help finding the best ones! 😊",2024-03-21 21:11:16.980 +0530,8253,0,0,0,0,0,0,0
787,can you tell about codeathon event procedure ?..,"Hi SHANJAI! 👋 Codeathon is an exciting event where you can showcase your coding skills and compete with other enthusiasts. The event consists of three rounds: Round 1 (Kahoot-style quiz), Round 2 (N possibilities of code), and Round 3 (Competitive coding round). Each round will test your coding and problem-solving abilities in different ways. The top winners will receive remarkable prizes. 🏆 Good luck! 😊",2024-03-21 21:16:59.963 +0530,3490,0,0,0,0,0,0,0
788,is these rounds are want to atten in laptop?.,"Hi SHANJAI, 👋

I'm just an AI, I don't have access to the specific details of the "" #YUG-E-66 SAPTAK "" event, but I can suggest that you check the event's official website or social media handles for any information regarding laptop usage.

It's great that you're interested in participating in the event! 😊

How can I assist you further? 🤔",2024-03-21 21:18:14.792 +0530,3490,0,0,0,0,0,0,0
789,Hi ,"Hi Sri! 😊 Yugam is a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, socially responsible activities, and more! 🎉 There are 156+ events and 63+ workshops in Yugam, and I recommend checking out the top 4 events/workshops that align with your interests! 🤔 Can I help you find them? 😊",2024-03-21 21:41:15.828 +0530,1854,0,0,0,0,0,0,0
980,When will I get my certificates ,"😊 Hi SREE KANNAN S! 😊
    🎉 Yugam24 is just around the corner! 🎉
    📅 You'll receive your certificates after the event ends on 2024-03-23. 📅
    💯 Stay tuned for more updates! 💯",2024-03-23 17:45:21.746 +0530,10192,0,0,1,0,0,0,0
790,Hi,"Hi Sri! 😊 Yugam is a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, socially responsible activities, and more! 🎉 There are 156+ events and 63+ workshops in Yugam, and I recommend checking out the top 4 events/workshops that align with your interests! 🤔 Can I help you find them? 😊",2024-03-21 21:41:17.628 +0530,1854,0,0,0,0,0,0,0
791,How can i book another general event pass for my friend?,"Hi Sri! 😊 You can book another general event pass for your friend by following these simple steps:

1. Visit the Yugam website (<https://yugam.in/>) and click on the ""Register"" button.
2. Select the event you want to attend and proceed to checkout.
3. Enter your friend's details in the registration form and make the payment.

That's it! Your friend will receive an entry pass/ID card at the registration desk on the day of the event. If you have any other questions, feel free to ask! 😊",2024-03-21 21:41:40.026 +0530,1854,1,0,0,0,0,0,0
792,Hi,Hi Sibikarthikeyan! 😊 Yugam is a techno-cultural fest that offers a diverse range of events and workshops. I recommend checking out the following top 4 events/workshops: 1. Technical competitions 2. Cultural showcases 3. Literary events 4. Pro shows. These events are sure to enhance your experience at Yugam! 😃,2024-03-21 22:37:06.838 +0530,1065,0,0,0,0,0,0,0
793,Is there any non technical events is there,"Yes, there are non technical events in Yugam. You can check the schedule and list of events on the Yugam website or mobile app. There are various events and workshops for different interests and skills, including cultural shows, sports competitions, and creative activities. You can also check the event categories and tags to find the ones that suit your interests.",2024-03-21 22:37:26.042 +0530,1065,0,0,0,0,0,0,0
794,Show me the lists here,"I'm sorry, I can't provide you with the list of events or workshops without knowing your area of interests and skills. However, I can recommend some top-rated events and workshops that might interest you. Please let me know your area of interests and skills, and I'll be happy to help you find the best events and workshops.",2024-03-21 22:37:42.072 +0530,1065,1,0,0,0,0,0,0
